"","group","bin","actor","subject","n.aggXbin"
"864",1,25,"OPO","OPP",32
"865",1,26,"OPO","OPP",6
"866",1,2,"OPO","PBO",1
"867",1,5,"OPO","PBO",3
"868",1,6,"OPO","PBO",2
"869",1,9,"OPO","PBO",5
"870",1,15,"OPO","PBO",2
"871",1,16,"OPO","PBO",4
"872",1,17,"OPO","PBO",3
"873",1,18,"OPO","PBO",3
"874",1,21,"OPO","PBO",1
"875",1,22,"OPO","PBO",1
"876",1,23,"OPO","PBO",3
"877",1,1,"OPO","PGG",15
"878",1,2,"OPO","PGG",10
"879",1,3,"OPO","PGG",42
"880",1,4,"OPO","PGG",43
"881",1,5,"OPO","PGG",26
"882",1,6,"OPO","PGG",62
"883",1,7,"OPO","PGG",49
"884",1,8,"OPO","PGG",46
"885",1,9,"OPO","PGG",31
"886",1,10,"OPO","PGG",33
"887",1,13,"OPO","PGG",45
"888",1,14,"OPO","PGG",25
"889",1,15,"OPO","PGG",60
"890",1,16,"OPO","PGG",77
"891",1,17,"OPO","PGG",54
"892",1,18,"OPO","PGG",28
"893",1,19,"OPO","PGG",25
"894",1,20,"OPO","PGG",7
"895",1,21,"OPO","PGG",9
"896",1,22,"OPO","PGG",8
"897",1,23,"OPO","PGG",55
"898",1,24,"OPO","PGG",20
"899",1,25,"OPO","PGG",3
"900",1,26,"OPO","PGG",5
"901",1,1,"OPO","POP",32
"902",1,2,"OPO","POP",71
"903",1,5,"OPO","POP",1
"904",1,6,"OPO","POP",1
"905",1,9,"OPO","POP",1
"906",1,11,"OPO","POP",2
"907",1,13,"OPO","POP",1
"908",1,15,"OPO","POP",2
"909",1,16,"OPO","POP",1
"910",1,18,"OPO","POP",1
"911",1,23,"OPO","POP",1
"912",1,24,"OPO","POP",2
"913",1,1,"OPO","PPO",12
"914",1,2,"OPO","PPO",13
"915",1,3,"OPO","PPO",13
"916",1,4,"OPO","PPO",29
"917",1,5,"OPO","PPO",22
"918",1,6,"OPO","PPO",85
"919",1,7,"OPO","PPO",28
"920",1,8,"OPO","PPO",22
"921",1,9,"OPO","PPO",53
"922",1,10,"OPO","PPO",19
"923",1,11,"OPO","PPO",21
"924",1,12,"OPO","PPO",13
"925",1,13,"OPO","PPO",32
"926",1,14,"OPO","PPO",31
"927",1,15,"OPO","PPO",17
"928",1,16,"OPO","PPO",6
"929",1,17,"OPO","PPO",16
"930",1,18,"OPO","PPO",40
"931",1,19,"OPO","PPO",12
"932",1,20,"OPO","PPO",25
"933",1,21,"OPO","PPO",14
"934",1,22,"OPO","PPO",7
"935",1,23,"OPO","PPO",15
"936",1,24,"OPO","PPO",10
"937",1,25,"OPO","PPO",5
"938",1,26,"OPO","PPO",3
"939",1,25,"OPP","BBB",1
"940",1,15,"OPP","BOB",1
"941",1,16,"OPP","BOB",1
"942",1,17,"OPP","BOB",1
"943",1,4,"OPP","GGP",1
"944",1,7,"OPP","GGP",1
"945",1,9,"OPP","GGP",1
"946",1,10,"OPP","GGP",1
"947",1,13,"OPP","GGP",1
"948",1,15,"OPP","GGP",1
"949",1,17,"OPP","GGP",1
"950",1,24,"OPP","GGP",2
"951",1,25,"OPP","GGP",1
"952",1,4,"OPP","OOO",1
"953",1,9,"OPP","OOO",1
"954",1,21,"OPP","OOO",1
"955",1,6,"OPP","OPO",1
"956",1,25,"OPP","OPO",1
"957",1,6,"OPP","PBO",1
"958",1,16,"OPP","PBO",1
"959",1,5,"OPP","PGG",3
"960",1,9,"OPP","PGG",1
"961",1,15,"OPP","PGG",1
"962",1,16,"OPP","PGG",1
"963",1,2,"OPP","POP",1
"964",1,2,"OPP","PPO",1
"965",1,6,"OPP","PPO",1
"966",1,1,"PBO","BBB",74
"967",1,2,"PBO","BBB",87
"968",1,5,"PBO","BBB",2
"969",1,6,"PBO","BBB",2
"970",1,17,"PBO","BBB",1
"971",1,25,"PBO","BBB",60
"972",1,26,"PBO","BBB",37
"973",1,1,"PBO","BOB",60
"974",1,2,"PBO","BOB",53
"975",1,5,"PBO","BOB",1
"976",1,10,"PBO","BOB",1
"977",1,13,"PBO","BOB",1
"978",1,14,"PBO","BOB",1
"979",1,15,"PBO","BOB",155
"980",1,16,"PBO","BOB",157
"981",1,17,"PBO","BOB",103
"982",1,18,"PBO","BOB",163
"983",1,19,"PBO","BOB",88
"984",1,20,"PBO","BOB",72
"985",1,21,"PBO","BOB",76
"986",1,22,"PBO","BOB",78
"987",1,23,"PBO","BOB",95
"988",1,24,"PBO","BOB",108
"989",1,25,"PBO","BOB",41
"990",1,26,"PBO","BOB",73
"991",1,1,"PBO","GGP",70
"992",1,2,"PBO","GGP",32
"993",1,5,"PBO","GGP",74
"994",1,6,"PBO","GGP",76
"995",1,7,"PBO","GGP",29
"996",1,8,"PBO","GGP",31
"997",1,9,"PBO","GGP",20
"998",1,10,"PBO","GGP",55
"999",1,11,"PBO","GGP",31
"1000",1,12,"PBO","GGP",20
"1001",1,13,"PBO","GGP",31
"1002",1,14,"PBO","GGP",32
"1003",1,15,"PBO","GGP",25
"1004",1,16,"PBO","GGP",54
"1005",1,17,"PBO","GGP",24
"1006",1,18,"PBO","GGP",25
"1007",1,19,"PBO","GGP",31
"1008",1,20,"PBO","GGP",22
"1009",1,21,"PBO","GGP",11
"1010",1,22,"PBO","GGP",8
"1011",1,23,"PBO","GGP",26
"1012",1,24,"PBO","GGP",56
"1013",1,25,"PBO","GGP",40
"1014",1,26,"PBO","GGP",29
"1015",1,1,"PBO","GPO",30
"1016",1,2,"PBO","GPO",40
"1017",1,5,"PBO","GPO",1
"1018",1,9,"PBO","GPO",1
"1019",1,17,"PBO","GPO",40
"1020",1,18,"PBO","GPO",2
"1021",1,24,"PBO","GPO",1
"1022",1,1,"PBO","OOO",104
"1023",1,2,"PBO","OOO",33
"1024",1,5,"PBO","OOO",38
"1025",1,6,"PBO","OOO",58
"1026",1,9,"PBO","OOO",112
"1027",1,10,"PBO","OOO",20
"1028",1,11,"PBO","OOO",21
"1029",1,12,"PBO","OOO",17
"1030",1,13,"PBO","OOO",32
"1031",1,14,"PBO","OOO",25
"1032",1,15,"PBO","OOO",29
"1033",1,16,"PBO","OOO",18
"1034",1,17,"PBO","OOO",22
"1035",1,19,"PBO","OOO",1
"1036",1,21,"PBO","OOO",1
"1037",1,23,"PBO","OOO",4
"1038",1,24,"PBO","OOO",67
"1039",1,25,"PBO","OOO",32
"1040",1,26,"PBO","OOO",28
"1041",1,1,"PBO","OPO",1
"1042",1,2,"PBO","OPO",2
"1043",1,5,"PBO","OPO",2
"1044",1,6,"PBO","OPO",1
"1045",1,9,"PBO","OPO",2
"1046",1,10,"PBO","OPO",1
"1047",1,11,"PBO","OPO",2
"1048",1,13,"PBO","OPO",1
"1049",1,15,"PBO","OPO",3
"1050",1,16,"PBO","OPO",7
"1051",1,17,"PBO","OPO",1
"1052",1,18,"PBO","OPO",150
"1053",1,19,"PBO","OPO",107
"1054",1,20,"PBO","OPO",41
"1055",1,21,"PBO","OPO",30
"1056",1,22,"PBO","OPO",22
"1057",1,23,"PBO","OPO",60
"1058",1,24,"PBO","OPO",77
"1059",1,25,"PBO","OPO",56
"1060",1,26,"PBO","OPO",52
"1061",1,1,"PBO","OPP",23
"1062",1,2,"PBO","OPP",16
"1063",1,5,"PBO","OPP",22
"1064",1,6,"PBO","OPP",60
"1065",1,7,"PBO","OPP",39
"1066",1,8,"PBO","OPP",30
"1067",1,9,"PBO","OPP",24
"1068",1,10,"PBO","OPP",19
"1069",1,11,"PBO","OPP",23
"1070",1,12,"PBO","OPP",10
"1071",1,13,"PBO","OPP",43
"1072",1,14,"PBO","OPP",25
"1073",1,15,"PBO","OPP",25
"1074",1,16,"PBO","OPP",29
"1075",1,17,"PBO","OPP",53
"1076",1,18,"PBO","OPP",40
"1077",1,21,"PBO","OPP",12
"1078",1,22,"PBO","OPP",14
"1079",1,23,"PBO","OPP",22
"1080",1,24,"PBO","OPP",29
"1081",1,25,"PBO","OPP",14
"1082",1,26,"PBO","OPP",9
"1083",1,1,"PBO","PGG",40
"1084",1,2,"PBO","PGG",14
"1085",1,5,"PBO","PGG",37
"1086",1,6,"PBO","PGG",93
"1087",1,7,"PBO","PGG",68
"1088",1,8,"PBO","PGG",1
"1089",1,9,"PBO","PGG",4
"1090",1,10,"PBO","PGG",4
"1091",1,13,"PBO","PGG",15
"1092",1,14,"PBO","PGG",3
"1093",1,15,"PBO","PGG",120
"1094",1,16,"PBO","PGG",131
"1095",1,17,"PBO","PGG",84
"1096",1,18,"PBO","PGG",99
"1097",1,19,"PBO","PGG",46
"1098",1,20,"PBO","PGG",39
"1099",1,21,"PBO","PGG",31
"1100",1,22,"PBO","PGG",43
"1101",1,23,"PBO","PGG",51
"1102",1,24,"PBO","PGG",70
"1103",1,25,"PBO","PGG",51
"1104",1,26,"PBO","PGG",34
"1105",1,1,"PBO","POP",75
"1106",1,2,"PBO","POP",81
"1107",1,5,"PBO","POP",2
"1108",1,9,"PBO","POP",1
"1109",1,15,"PBO","POP",1
"1110",1,17,"PBO","POP",1
"1111",1,21,"PBO","POP",2
"1112",1,23,"PBO","POP",53
"1113",1,24,"PBO","POP",101
"1114",1,25,"PBO","POP",44
"1115",1,26,"PBO","POP",34
"1116",1,1,"PBO","PPO",22
"1117",1,2,"PBO","PPO",19
"1118",1,5,"PBO","PPO",54
"1119",1,6,"PBO","PPO",35
"1120",1,7,"PBO","PPO",40
"1121",1,8,"PBO","PPO",28
"1122",1,9,"PBO","PPO",71
"1123",1,10,"PBO","PPO",8
"1124",1,11,"PBO","PPO",16
"1125",1,12,"PBO","PPO",19
"1126",1,13,"PBO","PPO",17
"1127",1,14,"PBO","PPO",15
"1128",1,15,"PBO","PPO",23
"1129",1,16,"PBO","PPO",13
"1130",1,17,"PBO","PPO",23
"1131",1,19,"PBO","PPO",1
"1132",1,21,"PBO","PPO",2
"1133",1,23,"PBO","PPO",4
"1134",1,24,"PBO","PPO",31
"1135",1,25,"PBO","PPO",14
"1136",1,26,"PBO","PPO",5
"1137",1,1,"PGG","BBB",1
"1138",1,8,"PGG","BBB",1
"1139",1,25,"PGG","BBB",24
"1140",1,26,"PGG","BBB",8
"1141",1,17,"PGG","BOB",1
"1142",1,18,"PGG","BOB",1
"1143",1,22,"PGG","BOB",1
"1144",1,25,"PGG","BOB",1
"1145",1,26,"PGG","BOB",1
"1146",1,1,"PGG","GGP",1
"1147",1,2,"PGG","GGP",8
"1148",1,3,"PGG","GGP",4
"1149",1,4,"PGG","GGP",6
"1150",1,6,"PGG","GGP",1
"1151",1,7,"PGG","GGP",10
"1152",1,8,"PGG","GGP",6
"1153",1,9,"PGG","GGP",12
"1154",1,10,"PGG","GGP",13
"1155",1,13,"PGG","GGP",9
"1156",1,14,"PGG","GGP",10
"1157",1,15,"PGG","GGP",12
"1158",1,16,"PGG","GGP",10
"1159",1,17,"PGG","GGP",1
"1160",1,18,"PGG","GGP",3
"1161",1,19,"PGG","GGP",5
"1162",1,20,"PGG","GGP",7
"1163",1,21,"PGG","GGP",3
"1164",1,23,"PGG","GGP",21
"1165",1,24,"PGG","GGP",18
"1166",1,25,"PGG","GGP",9
"1167",1,26,"PGG","GGP",9
"1168",1,17,"PGG","GPO",199
"1169",1,18,"PGG","GPO",4
"1170",1,19,"PGG","GPO",1
"1171",1,20,"PGG","GPO",3
"1172",1,1,"PGG","OOO",3
"1173",1,9,"PGG","OOO",36
"1174",1,10,"PGG","OOO",26
"1175",1,1,"PGG","OPO",1
"1176",1,3,"PGG","OPO",1
"1177",1,6,"PGG","OPO",1
"1178",1,7,"PGG","OPO",1
"1179",1,10,"PGG","OPO",1
"1180",1,17,"PGG","OPO",1
"1181",1,21,"PGG","OPO",1
"1182",1,26,"PGG","OPO",1
"1183",1,1,"PGG","OPP",96
"1184",1,2,"PGG","OPP",68
"1185",1,3,"PGG","OPP",70
"1186",1,4,"PGG","OPP",63
"1187",1,5,"PGG","OPP",34
"1188",1,6,"PGG","OPP",27
"1189",1,7,"PGG","OPP",58
"1190",1,8,"PGG","OPP",37
"1191",1,9,"PGG","OPP",36
"1192",1,10,"PGG","OPP",14
"1193",1,13,"PGG","OPP",9
"1194",1,14,"PGG","OPP",14
"1195",1,15,"PGG","OPP",63
"1196",1,16,"PGG","OPP",40
"1197",1,17,"PGG","OPP",8
"1198",1,18,"PGG","OPP",8
"1199",1,21,"PGG","OPP",6
"1200",1,22,"PGG","OPP",7
"1201",1,23,"PGG","OPP",26
"1202",1,24,"PGG","OPP",9
"1203",1,25,"PGG","OPP",11
"1204",1,26,"PGG","OPP",4
"1205",1,5,"PGG","PBO",6
"1206",1,6,"PGG","PBO",11
"1207",1,7,"PGG","PBO",1
"1208",1,14,"PGG","PBO",1
"1209",1,16,"PGG","PBO",4
"1210",1,17,"PGG","PBO",2
"1211",1,18,"PGG","PBO",1
"1212",1,20,"PGG","PBO",1
"1213",1,21,"PGG","PBO",1
"1214",1,4,"PGG","POP",1
"1215",1,1,"PGG","PPO",41
"1216",1,2,"PGG","PPO",10
"1217",1,3,"PGG","PPO",7
"1218",1,4,"PGG","PPO",5
"1219",1,5,"PGG","PPO",4
"1220",1,6,"PGG","PPO",184
"1221",1,7,"PGG","PPO",13
"1222",1,8,"PGG","PPO",15
"1223",1,9,"PGG","PPO",63
"1224",1,10,"PGG","PPO",29
"1225",1,1,"POP","BBB",19
"1226",1,2,"POP","BBB",2
"1227",1,5,"POP","BBB",1
"1228",1,8,"POP","BBB",1
"1229",1,13,"POP","BBB",2
"1230",1,14,"POP","BBB",1
"1231",1,16,"POP","BBB",1
"1232",1,17,"POP","BBB",8
"1233",1,19,"POP","BBB",1
"1234",1,21,"POP","BBB",2
"1235",1,25,"POP","BBB",109
"1236",1,26,"POP","BBB",49
"1237",1,1,"POP","BOB",11
"1238",1,2,"POP","BOB",1
"1239",1,9,"POP","BOB",3
"1240",1,10,"POP","BOB",2
"1241",1,15,"POP","BOB",50
"1242",1,16,"POP","BOB",57
"1243",1,17,"POP","BOB",54
"1244",1,18,"POP","BOB",27
"1245",1,19,"POP","BOB",78
"1246",1,20,"POP","BOB",82
"1247",1,21,"POP","BOB",48
"1248",1,22,"POP","BOB",20
"1249",1,23,"POP","BOB",32
"1250",1,24,"POP","BOB",41
"1251",1,25,"POP","BOB",7
"1252",1,26,"POP","BOB",18
"1253",1,1,"POP","GGP",14
"1254",1,2,"POP","GGP",34
"1255",1,3,"POP","GGP",13
"1256",1,4,"POP","GGP",3
"1257",1,5,"POP","GGP",9
"1258",1,6,"POP","GGP",20
"1259",1,7,"POP","GGP",3
"1260",1,8,"POP","GGP",9
"1261",1,9,"POP","GGP",5
"1262",1,10,"POP","GGP",5
"1263",1,11,"POP","GGP",1
"1264",1,12,"POP","GGP",4
"1265",1,13,"POP","GGP",5
"1266",1,15,"POP","GGP",7
"1267",1,16,"POP","GGP",5
"1268",1,17,"POP","GGP",7
"1269",1,18,"POP","GGP",7
"1270",1,19,"POP","GGP",10
"1271",1,20,"POP","GGP",13
"1272",1,21,"POP","GGP",4
"1273",1,22,"POP","GGP",6
"1274",1,23,"POP","GGP",8
"1275",1,24,"POP","GGP",1
"1276",1,25,"POP","GGP",13
"1277",1,26,"POP","GGP",16
"1278",1,1,"POP","GPO",4
"1279",1,9,"POP","GPO",1
"1280",1,17,"POP","GPO",578
"1281",1,18,"POP","GPO",144
"1282",1,19,"POP","GPO",59
"1283",1,20,"POP","GPO",52
"1284",1,21,"POP","GPO",32
"1285",1,22,"POP","GPO",19
"1286",1,23,"POP","GPO",24
"1287",1,24,"POP","GPO",1
"1288",1,25,"POP","GPO",1
"1289",1,1,"POP","OOO",56
"1290",1,2,"POP","OOO",33
"1291",1,3,"POP","OOO",23
"1292",1,4,"POP","OOO",21
"1293",1,5,"POP","OOO",20
"1294",1,6,"POP","OOO",32
"1295",1,9,"POP","OOO",74
"1296",1,10,"POP","OOO",74
"1297",1,11,"POP","OOO",55
"1298",1,12,"POP","OOO",28
"1299",1,13,"POP","OOO",37
"1300",1,14,"POP","OOO",22
"1301",1,15,"POP","OOO",12
"1302",1,16,"POP","OOO",26
"1303",1,17,"POP","OOO",15
"1304",1,18,"POP","OOO",27
"1305",1,19,"POP","OOO",69
"1306",1,20,"POP","OOO",91
"1307",1,21,"POP","OOO",43
"1308",1,22,"POP","OOO",23
"1309",1,23,"POP","OOO",34
"1310",1,24,"POP","OOO",44
"1311",1,25,"POP","OOO",24
"1312",1,26,"POP","OOO",26
"1313",1,3,"POP","OPO",17
"1314",1,4,"POP","OPO",13
"1315",1,5,"POP","OPO",64
"1316",1,6,"POP","OPO",79
"1317",1,7,"POP","OPO",36
"1318",1,8,"POP","OPO",40
"1319",1,9,"POP","OPO",53
"1320",1,10,"POP","OPO",63
"1321",1,11,"POP","OPO",41
"1322",1,12,"POP","OPO",41
"1323",1,13,"POP","OPO",49
"1324",1,14,"POP","OPO",39
"1325",1,15,"POP","OPO",36
"1326",1,16,"POP","OPO",38
"1327",1,17,"POP","OPO",204
"1328",1,18,"POP","OPO",40
"1329",1,19,"POP","OPO",37
"1330",1,20,"POP","OPO",62
"1331",1,21,"POP","OPO",69
"1332",1,22,"POP","OPO",25
"1333",1,23,"POP","OPO",1
"1334",1,24,"POP","OPO",2
"1335",1,1,"POP","OPP",14
"1336",1,2,"POP","OPP",15
"1337",1,3,"POP","OPP",14
"1338",1,4,"POP","OPP",15
"1339",1,5,"POP","OPP",7
"1340",1,6,"POP","OPP",31
"1341",1,7,"POP","OPP",14
"1342",1,8,"POP","OPP",73
"1343",1,9,"POP","OPP",52
"1344",1,10,"POP","OPP",46
"1345",1,11,"POP","OPP",43
"1346",1,12,"POP","OPP",36
"1347",1,13,"POP","OPP",62
"1348",1,14,"POP","OPP",28
"1349",1,15,"POP","OPP",18
"1350",1,16,"POP","OPP",43
"1351",1,17,"POP","OPP",53
"1352",1,18,"POP","OPP",48
"1353",1,21,"POP","OPP",49
"1354",1,22,"POP","OPP",24
"1355",1,23,"POP","OPP",8
"1356",1,24,"POP","OPP",23
"1357",1,25,"POP","OPP",26
"1358",1,26,"POP","OPP",20
"1359",1,5,"POP","PBO",142
"1360",1,6,"POP","PBO",287
"1361",1,7,"POP","PBO",69
"1362",1,8,"POP","PBO",53
"1363",1,9,"POP","PBO",38
"1364",1,10,"POP","PBO",33
"1365",1,11,"POP","PBO",24
"1366",1,12,"POP","PBO",13
"1367",1,13,"POP","PBO",14
"1368",1,14,"POP","PBO",18
"1369",1,15,"POP","PBO",41
"1370",1,16,"POP","PBO",110
"1371",1,17,"POP","PBO",301
"1372",1,18,"POP","PBO",162
"1373",1,19,"POP","PBO",65
"1374",1,20,"POP","PBO",37
"1375",1,21,"POP","PBO",40
"1376",1,22,"POP","PBO",18
"1377",1,23,"POP","PBO",30
"1378",1,24,"POP","PBO",1
"1379",1,1,"POP","PGG",29
"1380",1,2,"POP","PGG",20
"1381",1,3,"POP","PGG",17
"1382",1,4,"POP","PGG",24
"1383",1,5,"POP","PGG",17
"1384",1,6,"POP","PGG",9
"1385",1,7,"POP","PGG",17
"1386",1,8,"POP","PGG",50
"1387",1,9,"POP","PGG",29
"1388",1,10,"POP","PGG",15
"1389",1,13,"POP","PGG",56
"1390",1,14,"POP","PGG",20
"1391",1,15,"POP","PGG",34
"1392",1,16,"POP","PGG",47
"1393",1,17,"POP","PGG",30
"1394",1,18,"POP","PGG",25
"1395",1,19,"POP","PGG",35
"1396",1,20,"POP","PGG",55
"1397",1,21,"POP","PGG",30
"1398",1,22,"POP","PGG",11
"1399",1,23,"POP","PGG",17
"1400",1,24,"POP","PGG",31
"1401",1,25,"POP","PGG",11
"1402",1,26,"POP","PGG",12
"1403",1,1,"POP","PPO",52
"1404",1,2,"POP","PPO",120
"1405",1,3,"POP","PPO",44
"1406",1,4,"POP","PPO",46
"1407",1,5,"POP","PPO",40
"1408",1,6,"POP","PPO",57
"1409",1,7,"POP","PPO",60
"1410",1,8,"POP","PPO",57
"1411",1,9,"POP","PPO",60
"1412",1,10,"POP","PPO",57
"1413",1,11,"POP","PPO",34
"1414",1,12,"POP","PPO",19
"1415",1,13,"POP","PPO",29
"1416",1,14,"POP","PPO",15
"1417",1,15,"POP","PPO",7
"1418",1,16,"POP","PPO",24
"1419",1,17,"POP","PPO",20
"1420",1,18,"POP","PPO",18
"1421",1,19,"POP","PPO",25
"1422",1,20,"POP","PPO",48
"1423",1,21,"POP","PPO",15
"1424",1,22,"POP","PPO",17
"1425",1,23,"POP","PPO",33
"1426",1,24,"POP","PPO",29
"1427",1,25,"POP","PPO",18
"1428",1,26,"POP","PPO",11
"1429",1,1,"PPO","BBB",1
"1430",1,11,"PPO","BBB",1
"1431",1,16,"PPO","BBB",1
"1432",1,25,"PPO","BBB",9
"1433",1,26,"PPO","BBB",1
"1434",1,15,"PPO","BOB",76
"1435",1,16,"PPO","BOB",25
"1436",1,17,"PPO","BOB",35
"1437",1,18,"PPO","BOB",45
"1438",1,19,"PPO","BOB",28
"1439",1,20,"PPO","BOB",36
"1440",1,21,"PPO","BOB",25
"1441",1,22,"PPO","BOB",19
"1442",1,23,"PPO","BOB",31
"1443",1,24,"PPO","BOB",15
"1444",1,25,"PPO","BOB",10
"1445",1,26,"PPO","BOB",10
"1446",1,6,"PPO","GGP",17
"1447",1,7,"PPO","GGP",1
"1448",1,8,"PPO","GGP",4
"1449",1,9,"PPO","GGP",17
"1450",1,10,"PPO","GGP",23
"1451",1,11,"PPO","GGP",26
"1452",1,12,"PPO","GGP",16
"1453",1,13,"PPO","GGP",14
"1454",1,14,"PPO","GGP",9
"1455",1,15,"PPO","GGP",12
"1456",1,16,"PPO","GGP",9
"1457",1,17,"PPO","GGP",13
"1458",1,18,"PPO","GGP",7
"1459",1,19,"PPO","GGP",6
"1460",1,20,"PPO","GGP",13
"1461",1,21,"PPO","GGP",3
"1462",1,22,"PPO","GGP",6
"1463",1,23,"PPO","GGP",6
"1464",1,24,"PPO","GGP",5
"1465",1,25,"PPO","GGP",4
"1466",1,26,"PPO","GGP",2
"1467",1,5,"PPO","GPO",1
"1468",1,17,"PPO","GPO",111
"1469",1,18,"PPO","GPO",43
"1470",1,19,"PPO","GPO",10
"1471",1,20,"PPO","GPO",12
"1472",1,21,"PPO","GPO",8
"1473",1,22,"PPO","GPO",4
"1474",1,23,"PPO","GPO",25
"1475",1,1,"PPO","OOO",1
"1476",1,3,"PPO","OOO",1
"1477",1,10,"PPO","OOO",1
"1478",1,14,"PPO","OOO",1
"1479",1,15,"PPO","OOO",1
"1480",1,18,"PPO","OOO",1
"1481",1,19,"PPO","OOO",1
"1482",1,20,"PPO","OOO",1
"1483",1,21,"PPO","OOO",2
"1484",1,3,"PPO","OPO",5
"1485",1,4,"PPO","OPO",1
"1486",1,6,"PPO","OPO",2
"1487",1,7,"PPO","OPO",1
"1488",1,8,"PPO","OPO",2
"1489",1,10,"PPO","OPO",1
"1490",1,16,"PPO","OPO",1
"1491",1,17,"PPO","OPO",1
"1492",1,18,"PPO","OPO",1
"1493",1,21,"PPO","OPO",1
"1494",1,22,"PPO","OPO",2
"1495",1,23,"PPO","OPO",2
"1496",1,24,"PPO","OPO",1
"1497",1,25,"PPO","OPO",5
"1498",1,1,"PPO","OPP",35
"1499",1,2,"PPO","OPP",84
"1500",1,3,"PPO","OPP",54
"1501",1,4,"PPO","OPP",34
"1502",1,5,"PPO","OPP",50
"1503",1,6,"PPO","OPP",131
"1504",1,7,"PPO","OPP",126
"1505",1,8,"PPO","OPP",189
"1506",1,9,"PPO","OPP",75
"1507",1,10,"PPO","OPP",77
"1508",1,11,"PPO","OPP",73
"1509",1,12,"PPO","OPP",56
"1510",1,13,"PPO","OPP",68
"1511",1,14,"PPO","OPP",15
"1512",1,15,"PPO","OPP",25
"1513",1,16,"PPO","OPP",36
"1514",1,17,"PPO","OPP",31
"1515",1,18,"PPO","OPP",23
"1516",1,21,"PPO","OPP",50
"1517",1,22,"PPO","OPP",14
"1518",1,23,"PPO","OPP",27
"1519",1,24,"PPO","OPP",17
"1520",1,25,"PPO","OPP",15
"1521",1,26,"PPO","OPP",10
"1522",1,5,"PPO","PBO",1
"1523",1,6,"PPO","PBO",6
"1524",1,8,"PPO","PBO",1
"1525",1,18,"PPO","PBO",46
"1526",1,19,"PPO","PBO",19
"1527",1,20,"PPO","PBO",15
"1528",1,21,"PPO","PBO",8
"1529",1,22,"PPO","PBO",6
"1530",1,23,"PPO","PBO",27
"1531",1,24,"PPO","PBO",1
"1532",1,1,"PPO","PGG",1
"1533",1,2,"PPO","PGG",2
"1534",1,3,"PPO","PGG",1
"1535",1,7,"PPO","PGG",2
"1536",1,9,"PPO","PGG",2
"1537",1,13,"PPO","PGG",120
"1538",1,14,"PPO","PGG",31
"1539",1,15,"PPO","PGG",77
"1540",1,16,"PPO","PGG",23
"1541",1,17,"PPO","PGG",28
"1542",1,18,"PPO","PGG",44
"1543",1,19,"PPO","PGG",11
"1544",1,20,"PPO","PGG",26
"1545",1,21,"PPO","PGG",15
"1546",1,22,"PPO","PGG",20
"1547",1,23,"PPO","PGG",35
"1548",1,24,"PPO","PGG",17
"1549",1,25,"PPO","PGG",14
"1550",1,26,"PPO","PGG",8
"1551",1,12,"PPO","POP",1
"1552",1,23,"PPO","POP",6
"1553",1,24,"PPO","POP",1
"1554",1,25,"PPO","POP",2
"1555",2,1,"BBO","GGG",7
"1556",2,2,"BBO","GGG",9
"1557",2,11,"BBO","GGG",1
"1558",2,15,"BBO","GGG",1
"1559",2,16,"BBO","GGG",1
"1560",2,18,"BBO","GGG",1
"1561",2,19,"BBO","GGG",1
"1562",2,20,"BBO","GGG",2
"1563",2,21,"BBO","GGG",1
"1564",2,22,"BBO","GGG",1
"1565",2,23,"BBO","GGG",135
"1566",2,24,"BBO","GGG",165
"1567",2,25,"BBO","GGG",130
"1568",2,26,"BBO","GGG",48
"1569",2,1,"BBO","GOO",110
"1570",2,2,"BBO","GOO",111
"1571",2,14,"BBO","GOO",1
"1572",2,17,"BBO","GOO",161
"1573",2,18,"BBO","GOO",119
"1574",2,19,"BBO","GOO",64
"1575",2,20,"BBO","GOO",81
"1576",2,21,"BBO","GOO",58
"1577",2,22,"BBO","GOO",49
"1578",2,23,"BBO","GOO",114
"1579",2,24,"BBO","GOO",92
"1580",2,25,"BBO","GOO",81
"1581",2,26,"BBO","GOO",83
"1582",2,1,"BBO","GOP",87
"1583",2,2,"BBO","GOP",61
"1584",2,7,"BBO","GOP",1
"1585",2,11,"BBO","GOP",1
"1586",2,16,"BBO","GOP",1
"1587",2,25,"BBO","GOP",46
"1588",2,26,"BBO","GOP",191
"1589",2,1,"BBO","GPG",142
"1590",2,2,"BBO","GPG",109
"1591",2,6,"BBO","GPG",1
"1592",2,10,"BBO","GPG",1
"1593",2,15,"BBO","GPG",248
"1594",2,16,"BBO","GPG",77
"1595",2,17,"BBO","GPG",35
"1596",2,18,"BBO","GPG",31
"1597",2,19,"BBO","GPG",17
"1598",2,20,"BBO","GPG",29
"1599",2,21,"BBO","GPG",38
"1600",2,22,"BBO","GPG",61
"1601",2,23,"BBO","GPG",37
"1602",2,24,"BBO","GPG",66
"1603",2,25,"BBO","GPG",47
"1604",2,26,"BBO","GPG",55
"1605",2,1,"BBO","OBB",15
"1606",2,2,"BBO","OBB",11
"1607",2,9,"BBO","OBB",32
"1608",2,10,"BBO","OBB",18
"1609",2,11,"BBO","OBB",17
"1610",2,12,"BBO","OBB",18
"1611",2,13,"BBO","OBB",18
"1612",2,14,"BBO","OBB",8
"1613",2,15,"BBO","OBB",14
"1614",2,16,"BBO","OBB",15
"1615",2,17,"BBO","OBB",9
"1616",2,18,"BBO","OBB",30
"1617",2,19,"BBO","OBB",7
"1618",2,20,"BBO","OBB",31
