"","group","bin","actor","subject","n.aggXbin"
"1619",2,21,"BBO","OBB",13
"1620",2,22,"BBO","OBB",33
"1621",2,23,"BBO","OBB",12
"1622",2,24,"BBO","OBB",23
"1623",2,25,"BBO","OBB",15
"1624",2,26,"BBO","OBB",3
"1625",2,1,"BBO","OGO",26
"1626",2,2,"BBO","OGO",17
"1627",2,5,"BBO","OGO",9
"1628",2,6,"BBO","OGO",6
"1629",2,7,"BBO","OGO",8
"1630",2,8,"BBO","OGO",21
"1631",2,9,"BBO","OGO",29
"1632",2,10,"BBO","OGO",14
"1633",2,11,"BBO","OGO",15
"1634",2,12,"BBO","OGO",13
"1635",2,13,"BBO","OGO",17
"1636",2,14,"BBO","OGO",19
"1637",2,15,"BBO","OGO",11
"1638",2,16,"BBO","OGO",19
"1639",2,17,"BBO","OGO",17
"1640",2,18,"BBO","OGO",21
"1641",2,21,"BBO","OGO",26
"1642",2,22,"BBO","OGO",21
"1643",2,23,"BBO","OGO",55
"1644",2,24,"BBO","OGO",92
"1645",2,25,"BBO","OGO",59
"1646",2,26,"BBO","OGO",2
"1647",2,1,"BBO","OOP",27
"1648",2,2,"BBO","OOP",23
"1649",2,5,"BBO","OOP",15
"1650",2,6,"BBO","OOP",1
"1651",2,7,"BBO","OOP",1
"1652",2,8,"BBO","OOP",8
"1653",2,9,"BBO","OOP",9
"1654",2,10,"BBO","OOP",1
"1655",2,13,"BBO","OOP",1
"1656",2,14,"BBO","OOP",2
"1657",2,15,"BBO","OOP",7
"1658",2,17,"BBO","OOP",15
"1659",2,18,"BBO","OOP",4
"1660",2,21,"BBO","OOP",4
"1661",2,22,"BBO","OOP",2
"1662",2,23,"BBO","OOP",1
"1663",2,24,"BBO","OOP",5
"1664",2,25,"BBO","OOP",1
"1665",2,26,"BBO","OOP",1
"1666",2,1,"BBO","PBP",48
"1667",2,2,"BBO","PBP",37
"1668",2,5,"BBO","PBP",74
"1669",2,6,"BBO","PBP",34
"1670",2,7,"BBO","PBP",22
"1671",2,8,"BBO","PBP",9
"1672",2,9,"BBO","PBP",8
"1673",2,10,"BBO","PBP",9
"1674",2,13,"BBO","PBP",189
"1675",2,14,"BBO","PBP",120
"1676",2,15,"BBO","PBP",153
"1677",2,16,"BBO","PBP",57
"1678",2,17,"BBO","PBP",31
"1679",2,18,"BBO","PBP",20
"1680",2,19,"BBO","PBP",16
"1681",2,20,"BBO","PBP",13
"1682",2,21,"BBO","PBP",27
"1683",2,22,"BBO","PBP",16
"1684",2,23,"BBO","PBP",28
"1685",2,24,"BBO","PBP",29
"1686",2,25,"BBO","PBP",31
"1687",2,26,"BBO","PBP",15
"1688",2,1,"BBO","POO",31
"1689",2,2,"BBO","POO",11
"1690",2,7,"BBO","POO",10
"1691",2,8,"BBO","POO",25
"1692",2,9,"BBO","POO",27
"1693",2,10,"BBO","POO",16
"1694",2,11,"BBO","POO",12
"1695",2,12,"BBO","POO",11
"1696",2,13,"BBO","POO",10
"1697",2,14,"BBO","POO",11
"1698",2,15,"BBO","POO",13
"1699",2,16,"BBO","POO",16
"1700",2,17,"BBO","POO",13
"1701",2,18,"BBO","POO",22
"1702",2,19,"BBO","POO",11
"1703",2,20,"BBO","POO",23
"1704",2,21,"BBO","POO",17
"1705",2,22,"BBO","POO",30
"1706",2,23,"BBO","POO",6
"1707",2,24,"BBO","POO",18
"1708",2,25,"BBO","POO",18
"1709",2,26,"BBO","POO",2
"1710",2,1,"BBO","PPP",80
"1711",2,2,"BBO","PPP",74
"1712",2,5,"BBO","PPP",4
"1713",2,6,"BBO","PPP",1
"1714",2,7,"BBO","PPP",4
"1715",2,8,"BBO","PPP",1
"1716",2,9,"BBO","PPP",1
"1717",2,10,"BBO","PPP",1
"1718",2,11,"BBO","PPP",24
"1719",2,12,"BBO","PPP",40
"1720",2,13,"BBO","PPP",160
"1721",2,14,"BBO","PPP",131
"1722",2,15,"BBO","PPP",25
"1723",2,16,"BBO","PPP",35
"1724",2,17,"BBO","PPP",198
"1725",2,18,"BBO","PPP",121
"1726",2,19,"BBO","PPP",79
"1727",2,20,"BBO","PPP",102
"1728",2,21,"BBO","PPP",162
"1729",2,22,"BBO","PPP",115
"1730",2,23,"BBO","PPP",156
"1731",2,24,"BBO","PPP",155
"1732",2,25,"BBO","PPP",145
"1733",2,26,"BBO","PPP",36
"1734",2,2,"GGG","BBO",2
"1735",2,5,"GGG","BBO",63
"1736",2,6,"GGG","BBO",54
"1737",2,7,"GGG","BBO",51
"1738",2,8,"GGG","BBO",27
"1739",2,9,"GGG","BBO",28
"1740",2,10,"GGG","BBO",24
"1741",2,11,"GGG","BBO",44
"1742",2,12,"GGG","BBO",14
"1743",2,13,"GGG","BBO",35
"1744",2,14,"GGG","BBO",47
"1745",2,15,"GGG","BBO",51
"1746",2,16,"GGG","BBO",23
"1747",2,17,"GGG","BBO",32
"1748",2,18,"GGG","BBO",47
"1749",2,19,"GGG","BBO",39
"1750",2,20,"GGG","BBO",78
"1751",2,21,"GGG","BBO",57
"1752",2,22,"GGG","BBO",66
"1753",2,1,"GGG","GOO",85
"1754",2,2,"GGG","GOO",98
"1755",2,3,"GGG","GOO",47
"1756",2,5,"GGG","GOO",1
"1757",2,17,"GGG","GOO",36
"1758",2,18,"GGG","GOO",9
"1759",2,19,"GGG","GOO",11
"1760",2,20,"GGG","GOO",18
"1761",2,21,"GGG","GOO",18
"1762",2,22,"GGG","GOO",20
"1763",2,23,"GGG","GOO",13
"1764",2,24,"GGG","GOO",38
"1765",2,25,"GGG","GOO",19
"1766",2,26,"GGG","GOO",43
"1767",2,1,"GGG","GOP",47
"1768",2,2,"GGG","GOP",31
"1769",2,3,"GGG","GOP",2
"1770",2,4,"GGG","GOP",1
"1771",2,5,"GGG","GOP",1
"1772",2,11,"GGG","GOP",2
"1773",2,16,"GGG","GOP",1
"1774",2,20,"GGG","GOP",1
"1775",2,25,"GGG","GOP",61
"1776",2,26,"GGG","GOP",51
"1777",2,1,"GGG","GPG",66
"1778",2,2,"GGG","GPG",78
"1779",2,3,"GGG","GPG",66
"1780",2,6,"GGG","GPG",1
"1781",2,15,"GGG","GPG",6
"1782",2,16,"GGG","GPG",17
"1783",2,17,"GGG","GPG",35
"1784",2,18,"GGG","GPG",29
"1785",2,19,"GGG","GPG",20
"1786",2,20,"GGG","GPG",24
"1787",2,21,"GGG","GPG",11
"1788",2,22,"GGG","GPG",21
"1789",2,1,"GGG","OBB",33
"1790",2,2,"GGG","OBB",7
"1791",2,3,"GGG","OBB",4
"1792",2,4,"GGG","OBB",9
"1793",2,5,"GGG","OBB",9
"1794",2,6,"GGG","OBB",9
"1795",2,9,"GGG","OBB",26
"1796",2,10,"GGG","OBB",11
"1797",2,11,"GGG","OBB",10
"1798",2,12,"GGG","OBB",4
"1799",2,13,"GGG","OBB",3
"1800",2,14,"GGG","OBB",5
"1801",2,15,"GGG","OBB",4
"1802",2,16,"GGG","OBB",7
"1803",2,17,"GGG","OBB",5
"1804",2,18,"GGG","OBB",15
"1805",2,19,"GGG","OBB",6
"1806",2,20,"GGG","OBB",13
"1807",2,21,"GGG","OBB",12
"1808",2,22,"GGG","OBB",5
"1809",2,23,"GGG","OBB",19
"1810",2,24,"GGG","OBB",33
"1811",2,25,"GGG","OBB",14
"1812",2,26,"GGG","OBB",10
"1813",2,1,"GGG","OGO",41
"1814",2,2,"GGG","OGO",12
"1815",2,3,"GGG","OGO",13
"1816",2,4,"GGG","OGO",7
"1817",2,5,"GGG","OGO",12
"1818",2,6,"GGG","OGO",13
"1819",2,7,"GGG","OGO",11
"1820",2,8,"GGG","OGO",23
"1821",2,9,"GGG","OGO",17
"1822",2,10,"GGG","OGO",16
"1823",2,11,"GGG","OGO",14
"1824",2,12,"GGG","OGO",7
"1825",2,13,"GGG","OGO",1
"1826",2,14,"GGG","OGO",8
"1827",2,15,"GGG","OGO",2
"1828",2,16,"GGG","OGO",2
"1829",2,17,"GGG","OGO",7
"1830",2,18,"GGG","OGO",4
"1831",2,21,"GGG","OGO",6
"1832",2,22,"GGG","OGO",6
"1833",2,23,"GGG","OGO",7
"1834",2,24,"GGG","OGO",21
"1835",2,25,"GGG","OGO",13
"1836",2,26,"GGG","OGO",7
"1837",2,1,"GGG","OOP",16
"1838",2,2,"GGG","OOP",12
"1839",2,3,"GGG","OOP",18
"1840",2,4,"GGG","OOP",9
"1841",2,5,"GGG","OOP",44
"1842",2,6,"GGG","OOP",30
"1843",2,7,"GGG","OOP",50
"1844",2,8,"GGG","OOP",17
"1845",2,9,"GGG","OOP",20
"1846",2,10,"GGG","OOP",31
"1847",2,11,"GGG","OOP",21
"1848",2,12,"GGG","OOP",9
"1849",2,13,"GGG","OOP",25
"1850",2,14,"GGG","OOP",37
"1851",2,15,"GGG","OOP",40
"1852",2,16,"GGG","OOP",11
"1853",2,17,"GGG","OOP",20
"1854",2,18,"GGG","OOP",33
"1855",2,19,"GGG","OOP",25
"1856",2,20,"GGG","OOP",55
"1857",2,21,"GGG","OOP",36
"1858",2,22,"GGG","OOP",42
"1859",2,1,"GGG","PBP",32
"1860",2,2,"GGG","PBP",26
"1861",2,3,"GGG","PBP",19
"1862",2,4,"GGG","PBP",40
"1863",2,5,"GGG","PBP",51
"1864",2,6,"GGG","PBP",33
"1865",2,7,"GGG","PBP",21
"1866",2,8,"GGG","PBP",15
"1867",2,9,"GGG","PBP",11
"1868",2,10,"GGG","PBP",13
"1869",2,13,"GGG","PBP",60
"1870",2,14,"GGG","PBP",17
"1871",2,15,"GGG","PBP",44
"1872",2,16,"GGG","PBP",13
"1873",2,17,"GGG","PBP",48
"1874",2,18,"GGG","PBP",22
"1875",2,19,"GGG","PBP",10
"1876",2,20,"GGG","PBP",12
"1877",2,21,"GGG","PBP",19
"1878",2,22,"GGG","PBP",24
"1879",2,25,"GGG","PBP",1
"1880",2,1,"GGG","POO",35
"1881",2,2,"GGG","POO",11
"1882",2,3,"GGG","POO",9
"1883",2,4,"GGG","POO",12
"1884",2,5,"GGG","POO",15
"1885",2,6,"GGG","POO",10
"1886",2,7,"GGG","POO",11
"1887",2,8,"GGG","POO",21
"1888",2,9,"GGG","POO",12
"1889",2,10,"GGG","POO",11
"1890",2,11,"GGG","POO",11
"1891",2,12,"GGG","POO",5
"1892",2,13,"GGG","POO",6
"1893",2,14,"GGG","POO",5
"1894",2,15,"GGG","POO",6
"1895",2,16,"GGG","POO",4
"1896",2,17,"GGG","POO",6
"1897",2,18,"GGG","POO",4
"1898",2,19,"GGG","POO",2
"1899",2,20,"GGG","POO",9
"1900",2,21,"GGG","POO",3
"1901",2,22,"GGG","POO",6
"1902",2,23,"GGG","POO",15
"1903",2,24,"GGG","POO",29
"1904",2,25,"GGG","POO",15
"1905",2,26,"GGG","POO",12
"1906",2,1,"GGG","PPP",17
"1907",2,2,"GGG","PPP",29
"1908",2,3,"GGG","PPP",15
"1909",2,4,"GGG","PPP",14
"1910",2,5,"GGG","PPP",43
"1911",2,6,"GGG","PPP",25
"1912",2,7,"GGG","PPP",15
"1913",2,8,"GGG","PPP",18
"1914",2,9,"GGG","PPP",17
"1915",2,10,"GGG","PPP",13
"1916",2,11,"GGG","PPP",10
"1917",2,12,"GGG","PPP",8
"1918",2,13,"GGG","PPP",25
"1919",2,14,"GGG","PPP",17
"1920",2,15,"GGG","PPP",6
"1921",2,16,"GGG","PPP",10
"1922",2,17,"GGG","PPP",33
"1923",2,18,"GGG","PPP",10
"1924",2,19,"GGG","PPP",14
"1925",2,20,"GGG","PPP",19
"1926",2,21,"GGG","PPP",13
"1927",2,22,"GGG","PPP",16
"1928",2,23,"GGG","PPP",1
"1929",2,24,"GGG","PPP",2
"1930",2,25,"GGG","PPP",2
"1931",2,5,"GOO","BBO",42
"1932",2,6,"GOO","BBO",83
"1933",2,7,"GOO","BBO",30
"1934",2,8,"GOO","BBO",13
"1935",2,9,"GOO","BBO",19
"1936",2,10,"GOO","BBO",9
"1937",2,11,"GOO","BBO",18
"1938",2,12,"GOO","BBO",8
"1939",2,13,"GOO","BBO",42
"1940",2,14,"GOO","BBO",18
"1941",2,20,"GOO","BBO",1
"1942",2,22,"GOO","BBO",1
"1943",2,3,"GOO","GGG",1
"1944",2,4,"GOO","GGG",22
"1945",2,5,"GOO","GGG",52
"1946",2,6,"GOO","GGG",38
"1947",2,7,"GOO","GGG",31
"1948",2,8,"GOO","GGG",56
"1949",2,9,"GOO","GGG",33
"1950",2,10,"GOO","GGG",37
"1951",2,11,"GOO","GGG",27
"1952",2,12,"GOO","GGG",15
"1953",2,13,"GOO","GGG",25
"1954",2,14,"GOO","GGG",22
"1955",2,23,"GOO","GGG",338
"1956",2,25,"GOO","GGG",4
"1957",2,1,"GOO","GOP",68
"1958",2,2,"GOO","GOP",42
"1959",2,3,"GOO","GOP",51
"1960",2,4,"GOO","GOP",21
"1961",2,5,"GOO","GOP",43
"1962",2,6,"GOO","GOP",48
"1963",2,7,"GOO","GOP",23
"1964",2,8,"GOO","GOP",35
"1965",2,9,"GOO","GOP",35
"1966",2,10,"GOO","GOP",37
"1967",2,11,"GOO","GOP",19
"1968",2,12,"GOO","GOP",20
"1969",2,13,"GOO","GOP",26
"1970",2,14,"GOO","GOP",26
"1971",2,25,"GOO","GOP",60
"1972",2,26,"GOO","GOP",1
"1973",2,2,"GOO","GPG",2
"1974",2,6,"GOO","GPG",4
"1975",2,9,"GOO","GPG",4
"1976",2,11,"GOO","GPG",1
"1977",2,13,"GOO","GPG",1
"1978",2,1,"GOO","OBB",34
"1979",2,2,"GOO","OBB",14
"1980",2,3,"GOO","OBB",6
"1981",2,4,"GOO","OBB",13
"1982",2,5,"GOO","OBB",8
"1983",2,6,"GOO","OBB",5
"1984",2,9,"GOO","OBB",18
"1985",2,10,"GOO","OBB",8
"1986",2,11,"GOO","OBB",2
"1987",2,12,"GOO","OBB",3
"1988",2,13,"GOO","OBB",7
"1989",2,14,"GOO","OBB",4
"1990",2,17,"GOO","OBB",8
"1991",2,18,"GOO","OBB",55
"1992",2,19,"GOO","OBB",53
"1993",2,20,"GOO","OBB",60
"1994",2,21,"GOO","OBB",53
"1995",2,22,"GOO","OBB",35
"1996",2,23,"GOO","OBB",66
"1997",2,24,"GOO","OBB",72
"1998",2,25,"GOO","OBB",1
"1999",2,1,"GOO","OGO",35
"2000",2,2,"GOO","OGO",11
"2001",2,3,"GOO","OGO",7
"2002",2,4,"GOO","OGO",6
"2003",2,5,"GOO","OGO",9
"2004",2,6,"GOO","OGO",6
"2005",2,7,"GOO","OGO",22
"2006",2,8,"GOO","OGO",7
"2007",2,9,"GOO","OGO",11
"2008",2,10,"GOO","OGO",10
"2009",2,11,"GOO","OGO",4
"2010",2,12,"GOO","OGO",3
"2011",2,13,"GOO","OGO",5
"2012",2,14,"GOO","OGO",7
"2013",2,17,"GOO","OGO",30
"2014",2,18,"GOO","OGO",40
"2015",2,21,"GOO","OGO",48
"2016",2,22,"GOO","OGO",37
"2017",2,23,"GOO","OGO",16
"2018",2,24,"GOO","OGO",11
"2019",2,25,"GOO","OGO",1
"2020",2,26,"GOO","OGO",6
"2021",2,1,"GOO","OOP",6
"2022",2,2,"GOO","OOP",16
"2023",2,3,"GOO","OOP",7
"2024",2,4,"GOO","OOP",7
"2025",2,5,"GOO","OOP",26
"2026",2,6,"GOO","OOP",68
"2027",2,7,"GOO","OOP",21
"2028",2,8,"GOO","OOP",29
"2029",2,9,"GOO","OOP",31
"2030",2,10,"GOO","OOP",31
"2031",2,11,"GOO","OOP",31
"2032",2,12,"GOO","OOP",15
"2033",2,13,"GOO","OOP",15
"2034",2,14,"GOO","OOP",21
"2035",2,17,"GOO","OOP",1
"2036",2,19,"GOO","OOP",1
"2037",2,21,"GOO","OOP",1
"2038",2,22,"GOO","OOP",1
"2039",2,1,"GOO","PBP",90
"2040",2,2,"GOO","PBP",83
"2041",2,3,"GOO","PBP",56
"2042",2,4,"GOO","PBP",22
"2043",2,5,"GOO","PBP",70
"2044",2,6,"GOO","PBP",18
"2045",2,7,"GOO","PBP",9
"2046",2,8,"GOO","PBP",8
"2047",2,9,"GOO","PBP",15
"2048",2,10,"GOO","PBP",10
"2049",2,13,"GOO","PBP",25
"2050",2,14,"GOO","PBP",8
"2051",2,26,"GOO","PBP",1
"2052",2,1,"GOO","POO",44
"2053",2,2,"GOO","POO",11
"2054",2,3,"GOO","POO",10
"2055",2,4,"GOO","POO",13
"2056",2,5,"GOO","POO",15
"2057",2,6,"GOO","POO",9
"2058",2,7,"GOO","POO",20
"2059",2,8,"GOO","POO",7
"2060",2,9,"GOO","POO",18
"2061",2,10,"GOO","POO",4
"2062",2,11,"GOO","POO",1
"2063",2,12,"GOO","POO",3
"2064",2,13,"GOO","POO",6
"2065",2,14,"GOO","POO",6
"2066",2,17,"GOO","POO",15
"2067",2,18,"GOO","POO",52
"2068",2,19,"GOO","POO",56
"2069",2,20,"GOO","POO",72
"2070",2,21,"GOO","POO",46
"2071",2,22,"GOO","POO",55
"2072",2,23,"GOO","POO",41
"2073",2,24,"GOO","POO",48
"2074",2,25,"GOO","POO",1
"2075",2,1,"GOO","PPP",3
"2076",2,2,"GOO","PPP",6
"2077",2,3,"GOO","PPP",18
"2078",2,4,"GOO","PPP",33
"2079",2,5,"GOO","PPP",106
"2080",2,6,"GOO","PPP",32
"2081",2,7,"GOO","PPP",16
"2082",2,8,"GOO","PPP",19
"2083",2,9,"GOO","PPP",23
"2084",2,10,"GOO","PPP",14
"2085",2,11,"GOO","PPP",21
"2086",2,12,"GOO","PPP",2
"2087",2,13,"GOO","PPP",34
"2088",2,14,"GOO","PPP",20
"2089",2,17,"GOO","PPP",7
"2090",2,19,"GOO","PPP",4
"2091",2,20,"GOO","PPP",2
"2092",2,22,"GOO","PPP",3
"2093",2,23,"GOO","PPP",6
"2094",2,24,"GOO","PPP",3
"2095",2,25,"GOO","PPP",1
"2096",2,1,"GOP","BBO",1
"2097",2,5,"GOP","BBO",386
"2098",2,6,"GOP","BBO",126
"2099",2,7,"GOP","BBO",116
"2100",2,8,"GOP","BBO",133
"2101",2,9,"GOP","BBO",79
"2102",2,10,"GOP","BBO",105
"2103",2,11,"GOP","BBO",68
"2104",2,12,"GOP","BBO",25
"2105",2,13,"GOP","BBO",43
"2106",2,14,"GOP","BBO",100
"2107",2,15,"GOP","BBO",115
"2108",2,16,"GOP","BBO",123
"2109",2,17,"GOP","BBO",46
"2110",2,18,"GOP","BBO",68
"2111",2,19,"GOP","BBO",42
"2112",2,20,"GOP","BBO",67
"2113",2,21,"GOP","BBO",55
"2114",2,22,"GOP","BBO",76
"2115",2,25,"GOP","BBO",2
"2116",2,3,"GOP","GGG",74
"2117",2,4,"GOP","GGG",1
"2118",2,7,"GOP","GGG",1
"2119",2,9,"GOP","GGG",1
"2120",2,10,"GOP","GGG",1
"2121",2,11,"GOP","GGG",1
"2122",2,13,"GOP","GGG",2
"2123",2,14,"GOP","GGG",1
"2124",2,22,"GOP","GGG",4
"2125",2,25,"GOP","GGG",1
"2126",2,3,"GOP","GOO",3
"2127",2,6,"GOP","GOO",2
"2128",2,7,"GOP","GOO",1
"2129",2,17,"GOP","GOO",44
"2130",2,18,"GOP","GOO",38
"2131",2,19,"GOP","GOO",24
"2132",2,20,"GOP","GOO",17
"2133",2,21,"GOP","GOO",22
"2134",2,22,"GOP","GOO",23
"2135",2,25,"GOP","GOO",1
"2136",2,1,"GOP","GPG",1
"2137",2,3,"GOP","GPG",2
"2138",2,15,"GOP","GPG",4
"2139",2,16,"GOP","GPG",27
"2140",2,17,"GOP","GPG",24
"2141",2,18,"GOP","GPG",24
"2142",2,19,"GOP","GPG",21
"2143",2,20,"GOP","GPG",31
"2144",2,21,"GOP","GPG",19
"2145",2,22,"GOP","GPG",26
"2146",2,1,"GOP","OBB",63
"2147",2,2,"GOP","OBB",31
"2148",2,3,"GOP","OBB",23
"2149",2,4,"GOP","OBB",28
"2150",2,5,"GOP","OBB",29
"2151",2,6,"GOP","OBB",11
"2152",2,9,"GOP","OBB",29
"2153",2,10,"GOP","OBB",28
"2154",2,11,"GOP","OBB",22
"2155",2,12,"GOP","OBB",4
"2156",2,13,"GOP","OBB",19
"2157",2,14,"GOP","OBB",24
"2158",2,15,"GOP","OBB",14
"2159",2,16,"GOP","OBB",31
"2160",2,17,"GOP","OBB",20
"2161",2,18,"GOP","OBB",60
"2162",2,19,"GOP","OBB",16
"2163",2,20,"GOP","OBB",27
"2164",2,21,"GOP","OBB",24
"2165",2,22,"GOP","OBB",32
"2166",2,1,"GOP","OGO",76
"2167",2,2,"GOP","OGO",65
"2168",2,3,"GOP","OGO",45
"2169",2,4,"GOP","OGO",47
"2170",2,5,"GOP","OGO",33
"2171",2,6,"GOP","OGO",20
"2172",2,7,"GOP","OGO",23
"2173",2,8,"GOP","OGO",37
"2174",2,9,"GOP","OGO",35
"2175",2,10,"GOP","OGO",33
"2176",2,11,"GOP","OGO",21
"2177",2,12,"GOP","OGO",9
"2178",2,13,"GOP","OGO",26
"2179",2,14,"GOP","OGO",22
"2180",2,15,"GOP","OGO",17
"2181",2,16,"GOP","OGO",36
"2182",2,17,"GOP","OGO",23
"2183",2,18,"GOP","OGO",66
"2184",2,21,"GOP","OGO",51
"2185",2,22,"GOP","OGO",21
"2186",2,26,"GOP","OGO",5
"2187",2,1,"GOP","OOP",36
"2188",2,2,"GOP","OOP",16
"2189",2,3,"GOP","OOP",17
"2190",2,4,"GOP","OOP",5
"2191",2,5,"GOP","OOP",78
"2192",2,6,"GOP","OOP",41
"2193",2,7,"GOP","OOP",61
"2194",2,8,"GOP","OOP",29
"2195",2,9,"GOP","OOP",25
"2196",2,10,"GOP","OOP",18
"2197",2,11,"GOP","OOP",25
"2198",2,12,"GOP","OOP",13
"2199",2,13,"GOP","OOP",16
"2200",2,14,"GOP","OOP",28
"2201",2,15,"GOP","OOP",44
"2202",2,16,"GOP","OOP",26
"2203",2,17,"GOP","OOP",31
"2204",2,18,"GOP","OOP",34
"2205",2,19,"GOP","OOP",20
"2206",2,20,"GOP","OOP",32
"2207",2,21,"GOP","OOP",37
"2208",2,22,"GOP","OOP",27
"2209",2,1,"GOP","PBP",6
"2210",2,3,"GOP","PBP",38
"2211",2,4,"GOP","PBP",25
"2212",2,5,"GOP","PBP",37
"2213",2,6,"GOP","PBP",29
"2214",2,7,"GOP","PBP",27
"2215",2,8,"GOP","PBP",14
"2216",2,9,"GOP","PBP",20
"2217",2,10,"GOP","PBP",15
"2218",2,13,"GOP","PBP",27
"2219",2,14,"GOP","PBP",13
"2220",2,15,"GOP","PBP",15
"2221",2,16,"GOP","PBP",21
"2222",2,17,"GOP","PBP",23
"2223",2,18,"GOP","PBP",17
"2224",2,19,"GOP","PBP",11
"2225",2,20,"GOP","PBP",12
"2226",2,21,"GOP","PBP",13
"2227",2,22,"GOP","PBP",22
"2228",2,1,"GOP","POO",61
"2229",2,2,"GOP","POO",30
"2230",2,3,"GOP","POO",30
"2231",2,4,"GOP","POO",20
"2232",2,5,"GOP","POO",28
"2233",2,6,"GOP","POO",5
"2234",2,7,"GOP","POO",26
"2235",2,8,"GOP","POO",35
"2236",2,9,"GOP","POO",21
"2237",2,10,"GOP","POO",30
"2238",2,11,"GOP","POO",14
"2239",2,12,"GOP","POO",5
"2240",2,13,"GOP","POO",18
"2241",2,14,"GOP","POO",24
"2242",2,15,"GOP","POO",4
"2243",2,16,"GOP","POO",19
"2244",2,17,"GOP","POO",17
"2245",2,18,"GOP","POO",46
"2246",2,19,"GOP","POO",23
"2247",2,20,"GOP","POO",24
"2248",2,21,"GOP","POO",20
"2249",2,22,"GOP","POO",14
"2250",2,25,"GOP","POO",1
"2251",2,26,"GOP","POO",1
"2252",2,1,"GOP","PPP",29
"2253",2,2,"GOP","PPP",41
"2254",2,3,"GOP","PPP",240
"2255",2,4,"GOP","PPP",52
"2256",2,5,"GOP","PPP",43
"2257",2,6,"GOP","PPP",45
"2258",2,7,"GOP","PPP",41
"2259",2,8,"GOP","PPP",22
"2260",2,9,"GOP","PPP",34
"2261",2,10,"GOP","PPP",19
"2262",2,11,"GOP","PPP",48
"2263",2,12,"GOP","PPP",17
"2264",2,13,"GOP","PPP",30
"2265",2,14,"GOP","PPP",20
"2266",2,15,"GOP","PPP",13
"2267",2,16,"GOP","PPP",41
"2268",2,17,"GOP","PPP",23
"2269",2,18,"GOP","PPP",34
"2270",2,19,"GOP","PPP",21
"2271",2,20,"GOP","PPP",13
"2272",2,21,"GOP","PPP",17
"2273",2,22,"GOP","PPP",23
"2274",2,25,"GOP","PPP",3
"2275",2,5,"GPG","BBO",133
"2276",2,6,"GPG","BBO",335
"2277",2,7,"GPG","BBO",131
"2278",2,8,"GPG","BBO",350
"2279",2,9,"GPG","BBO",195
"2280",2,10,"GPG","BBO",239
"2281",2,11,"GPG","BBO",191
"2282",2,12,"GPG","BBO",62
"2283",2,13,"GPG","BBO",183
"2284",2,14,"GPG","BBO",93
"2285",2,15,"GPG","BBO",2
"2286",2,16,"GPG","BBO",3
"2287",2,17,"GPG","BBO",4
"2288",2,21,"GPG","BBO",1
"2289",2,24,"GPG","BBO",1
"2290",2,25,"GPG","BBO",1
"2291",2,26,"GPG","BBO",1
"2292",2,3,"GPG","GGG",2
"2293",2,4,"GPG","GGG",92
"2294",2,5,"GPG","GGG",70
"2295",2,6,"GPG","GGG",48
"2296",2,7,"GPG","GGG",49
"2297",2,8,"GPG","GGG",43
"2298",2,9,"GPG","GGG",16
"2299",2,10,"GPG","GGG",36
"2300",2,11,"GPG","GGG",24
"2301",2,12,"GPG","GGG",20
"2302",2,13,"GPG","GGG",32
"2303",2,14,"GPG","GGG",22
"2304",2,15,"GPG","GGG",93
"2305",2,16,"GPG","GGG",11
"2306",2,17,"GPG","GGG",3
"2307",2,23,"GPG","GGG",61
"2308",2,24,"GPG","GGG",40
"2309",2,25,"GPG","GGG",67
"2310",2,26,"GPG","GGG",58
"2311",2,1,"GPG","GOO",3
"2312",2,5,"GPG","GOO",1
"2313",2,6,"GPG","GOO",1
"2314",2,7,"GPG","GOO",1
"2315",2,8,"GPG","GOO",2
"2316",2,10,"GPG","GOO",1
"2317",2,14,"GPG","GOO",2
"2318",2,17,"GPG","GOO",160
"2319",2,18,"GPG","GOO",40
"2320",2,19,"GPG","GOO",26
"2321",2,20,"GPG","GOO",27
"2322",2,21,"GPG","GOO",38
"2323",2,22,"GPG","GOO",43
"2324",2,23,"GPG","GOO",46
"2325",2,24,"GPG","GOO",50
"2326",2,25,"GPG","GOO",41
"2327",2,26,"GPG","GOO",68
"2328",2,1,"GPG","GOP",24
"2329",2,2,"GPG","GOP",19
"2330",2,3,"GPG","GOP",13
"2331",2,4,"GPG","GOP",46
"2332",2,5,"GPG","GOP",47
"2333",2,6,"GPG","GOP",29
"2334",2,7,"GPG","GOP",25
"2335",2,8,"GPG","GOP",29
"2336",2,9,"GPG","GOP",18
"2337",2,10,"GPG","GOP",29
"2338",2,11,"GPG","GOP",21
"2339",2,12,"GPG","GOP",15
"2340",2,13,"GPG","GOP",17
"2341",2,14,"GPG","GOP",30
"2342",2,15,"GPG","GOP",90
"2343",2,16,"GPG","GOP",4
"2344",2,17,"GPG","GOP",2
"2345",2,25,"GPG","GOP",64
"2346",2,26,"GPG","GOP",105
"2347",2,1,"GPG","OBB",23
"2348",2,2,"GPG","OBB",14
"2349",2,3,"GPG","OBB",9
"2350",2,4,"GPG","OBB",8
"2351",2,5,"GPG","OBB",10
"2352",2,6,"GPG","OBB",20
"2353",2,9,"GPG","OBB",28
"2354",2,10,"GPG","OBB",11
"2355",2,11,"GPG","OBB",3
"2356",2,12,"GPG","OBB",5
"2357",2,13,"GPG","OBB",10
"2358",2,14,"GPG","OBB",9
